ItemID,SentimentText,SentimentSource,SentimentText
1699,1,Sentiment140,از پرسرعت ترين هاردهاي بازار است.
1700,0,Sentiment140,از کم سرعت ترین هاردهاي بازار است.
1701,0,Sentiment140,از کندترین هاردهاي بازار است.
1702,1,Sentiment140,پرسرعت ترين هارد بازار است.
1703,1,Sentiment140,پرسرعت ترين هارد است.
1704,0,Sentiment140,کم سرعت ترين هارد بازار است.
1705,0,Sentiment140,کم سرعت ترين هارد است.
1706,1,Sentiment140,این هارد گارانتي خيلي خوبي دارد.
1707,0,Sentiment140,این هارد گارانتي خيلي ضعیفی دارد.
1708,1,Sentiment140,این هارد گارانتي خوبي دارد.
1709,0,Sentiment140,این هارد گارانتي ضعیفی دارد.
1710,1,Sentiment140,با خيال راحت بخريد.
1711,1,Sentiment140,نسبت به قيمت بسيار خوب و از لحاظ ظاهر هم بسيار زيبا است.
1712,0,Sentiment140,نسبت به قيمت بسيار بد و از لحاظ ظاهر هم بسيار زشت است.
1713,0,Sentiment140,نسبت به قيمت بسيار بد است.
1714,0,Sentiment140,از لحاظ ظاهر بسيار زشت است.
1715,1,Sentiment140,نسبت به قيمت بسيار خوب است.
1716,1,Sentiment140,از لحاظ ظاهر بسيار زيبا است.
1717,1,Sentiment140,اين هارد اکسترنال نسبت به هم رده هایش کمي ارزان تر هست.
1718,0,Sentiment140,اين هارد اکسترنال نسبت به هم رده هایش کمي گران تر هست.
1719,1,Sentiment140,اين هارد نسبت به هم رده هایش کمي ارزان تر هست.
1720,0,Sentiment140,اين هارد نسبت به هم رده هایش کمي گران تر هست.
1721,1,Sentiment140,اين هارد اکسترنال نسبت به هم رده هایش ارزان تر هست.
1722,0,Sentiment140,اين هارد اکسترنال نسبت به هم رده هایش گران تر هست.
1723,1,Sentiment140,طراحي بسيار زيبايي دارد.
1724,1,Sentiment140,طراحي زيبايي دارد.
1725,2,Sentiment140,قاب آبي رنگش را مي توانيد برداريد.
1726,2,Sentiment140,قابش را مي توانيد برداريد.
1727,2,Sentiment140,قاب آبي سفیدش را مي توانيد برداريد.
1728,2,Sentiment140,کابل یو اس بی روی قاب آبي رنگ سوار مي شود.
1729,2,Sentiment140,کابل یو اس بی روی قاب سوار مي شود.
1730,2,Sentiment140,کابل یو اس بی روی قاب سفید رنگ سوار مي شود.
1731,1,Sentiment140,اين هارد اکسترنال پرسرعت ترين هارد در بازار است.
1732,0,Sentiment140,اين هارد اکسترنال کم سرعت ترين هارد در بازار است.
1733,0,Sentiment140,اين هارد اکسترنال کندترین هارد در بازار است.
1734,0,Sentiment140,اين هارد اکسترنال ضعیف ترين هارد در بازار است.
1735,1,Sentiment140,اين هارد اکسترنال تندترین هارد در بازار است.
1736,1,Sentiment140,اين هارد اکسترنال قدرتمندترین هارد در بازار است.
1737,2,Sentiment140,هاردهاي وسترن در بازار فروخته می شوند.
1738,0,Sentiment140,هاردها کيفيت سابق را ندارند.
1739,1,Sentiment140,در کل این هارد بسيار عالي است.
1740,0,Sentiment140,در کل این هارد بسيار ضعیف است.
1741,1,Sentiment140,این هارد بسيار عالي است.
1742,0,Sentiment140,این هارد بسيار ضعیف است.
1743,1,Sentiment140,در کل این هارد عالي است.
1744,0,Sentiment140,در کل این هارد ضعیف است.
1745,1,Sentiment140,من از آن خيلي راضي هستم.
1746,1,Sentiment140,من از آن راضي هستم.
1747,0,Sentiment140,من از آن خيلي ناراضي هستم.
1748,0,Sentiment140,من از آن ناراضي هستم.
1749,1,Sentiment140,خيلي زيبا است.
1750,1,Sentiment140,زيبا است.
1751,0,Sentiment140,خیلی زشت است.
1752,0,Sentiment140,زشت است.
1753,1,Sentiment140,نسبت به قيمتش هارد خوبي است.
1754,0,Sentiment140,نسبت به قيمتش هارد ضعیفی است.
1755,0,Sentiment140,من اصلا راضی نیستم.
1756,1,Sentiment140,من راضی هستم.
1757,0,Sentiment140,من راضی نیستم.
1758,0,Sentiment140,در کل من راضی نیستم.
1759,1,Sentiment140,در کل من راضی هستم.
1760,1,Sentiment140,طراحي منحصر به فردي دارد.
1761,1,Sentiment140,محل قرار گرفتن کابل ايده بسيار جالبي است.
1762,0,Sentiment140,محل قرار گرفتن کابل ايده بسيار بدی است.
1763,1,Sentiment140,محل قرار گرفتن کابل ايده جالبي است.
1764,0,Sentiment140,محل قرار گرفتن کابل ايده بدی است.
1765,0,Sentiment140,یک مقدار محل اتصال کابل با هارد مشکل دارد و شل است.
1766,0,Sentiment140,یک مقدار محل اتصال کابل با هارد شل است.
1767,0,Sentiment140,یک مقدار محل اتصال کابل با هارد مشکل دارد.
1768,0,Sentiment140,محل اتصال کابل با هارد مشکل دارد و شل است.
1769,0,Sentiment140,محل اتصال کابل با هارد شل است.
1770,0,Sentiment140,محل اتصال کابل با هارد مشکل دارد.
1771,0,Sentiment140,اتصال کابل با هارد مشکل دارد و شل است.
1772,0,Sentiment140,اتصال کابل با هارد شل است.
1773,0,Sentiment140,اتصال کابل با هارد مشکل دارد.
1774,0,Sentiment140,محل اتصال کابل مشکل دارد.
1775,0,Sentiment140,محل اتصال کابل شل است.
1776,0,Sentiment140,محل اتصال کابل ضعیف و طراحی بدی دارد.
1777,0,Sentiment140,گاهي اتصال قطع مي شود.
1778,0,Sentiment140,اتصال قطع مي شود.
1779,2,Sentiment140,تاکنون نقدی برای اين محصول درج نشده است.
1780,2,Sentiment140,نقدی برای اين محصول درج نشده است.
1781,1,Sentiment140,به نظر من اين بهترين هارد موجود است.
1782,1,Sentiment140,اين بهترين هارد موجود است.
1783,0,Sentiment140,به نظر من اين ضعیف ترین هارد موجود است.
1784,0,Sentiment140,به نظر من اين بدترین هارد موجود است.
1785,0,Sentiment140,اين ضعیف ترین هارد موجود است.
1786,0,Sentiment140,اين بدترین هارد موجود است.
1787,1,Sentiment140,گارانتي اش خيلي عالی است.
1788,0,Sentiment140,گارانتي اش خيلي بد است.
1789,1,Sentiment140,گارانتي اش عالی است.
1790,0,Sentiment140,گارانتي اش بد است.
1791,1,Sentiment140,اين هارد خيلي خوب است.
1792,1,Sentiment140,اين هارد خوب است.
1793,0,Sentiment140,اين هارد خيلي ضعیف است.
1794,0,Sentiment140,اين هارد بد است.
1795,1,Sentiment140,این هارد از اطلاعات شما محافظت ميکند.
1796,1,Sentiment140,هارد از اطلاعات شما محافظت ميکند.
1797,1,Sentiment140,هارد از اطلاعات محافظت ميکند.
1798,0,Sentiment140,پورت اتصال کابل نسبت به خود کابل کمي ضعيف است.
1799,0,Sentiment140,پورت اتصال کمي ضعيف است.
1800,0,Sentiment140,پورت اتصال کابل کمي ضعيف است.
1801,0,Sentiment140,پورت اتصال کابل ضعيف است.
1802,0,Sentiment140,پورت اتصال کابل نسبت به خود کابل ضعيف است.
1803,1,Sentiment140,اين هارد خيلي مقاوم هست.
1804,1,Sentiment140,اين هارد مقاوم هست.
1805,0,Sentiment140,اين هارد خيلي ضعیف هست.
1806,0,Sentiment140,اين هارد ضعیف هست.
1807,1,Sentiment140,هارد خيلي مقاوم هست.
1808,1,Sentiment140,هارد مقاوم هست.
1809,0,Sentiment140,هارد خيلي ضعیف هست.
1810,0,Sentiment140,هارد ضعیف هست.
1811,0,Sentiment140,سيم رابطش مشکل داشت.
1812,0,Sentiment140,سيم رابطش مشکل دارد.
1813,1,Sentiment140,يکي از بهترين هاردهاي بازار است.
1814,0,Sentiment140,يکي از بدترین هاردهاي بازار است.
1815,0,Sentiment140,سیم رابط مقداری قطعی دارد.
1816,0,Sentiment140,سیم رابط قطعی دارد.
1817,1,Sentiment140,اين هارد از همه نظر عالي است.
1818,0,Sentiment140,اين هارد از همه نظر ضعیف است.
1819,0,Sentiment140,قسمت اتصال کابل به هارد سريع لق مي شود.
1820,0,Sentiment140,اتصال کابل به هارد سريع لق مي شود.
1821,0,Sentiment140,قسمت اتصال کابل به هارد لق مي شود.
1822,0,Sentiment140,اتصال کابل به هارد لق مي شود.
1823,0,Sentiment140,کابل خوب جا نمي خورد و موقع کار قطع و وصل ميشود.
1824,0,Sentiment140,کابل خوب جا نمي خورد.
1825,0,Sentiment140,موقع کار قطع و وصل ميشود.
1826,2,Sentiment140,البته اين را من در چند مدل ديگر هم ديدم.
1827,2,Sentiment140,اين را من در چند مدل ديگر هم ديدم.
1828,2,Sentiment140,اين را من در مدل های ديگر هم ديدم.
1829,2,Sentiment140,من اين هارد را در پيشنهاد ويژه خريدم.
1830,2,Sentiment140,من اين موبایل را در پيشنهاد ويژه خريدم.
1831,1,Sentiment140,هارد خوب و مناسبي است.
1832,0,Sentiment140,هارد ضعیف و بدی است.
1833,0,Sentiment140,سوکتش بد است.
1834,2,Sentiment140,من امروز که به عنوان پيشنهاد ويژه در سايت گذاشته بودند سفارش دادم.
1835,2,Sentiment140,امروز که به عنوان پيشنهاد ويژه در سايت گذاشته بودند سفارش دادم.
1836,2,Sentiment140,امروز سفارش دادم.
1837,2,Sentiment140,من این محصول را در پیشنهاد ویژه گرفتم.
1838,2,Sentiment140,من در پیشنهاد ویژه گرفتم.
1839,2,Sentiment140,به دستم که برسد نقدش را میگذارم.
1840,2,Sentiment140,دوست دارم بعدا برایش نقدی بنویسم.
1841,2,Sentiment140,بعدا برایش نقدی می نویسم.
1842,1,Sentiment140,کيفيت و سرعت و کارايي قابل تحسيني دارد.
1843,1,Sentiment140,کيفيت و سرعت قابل تحسيني دارد.
1844,1,Sentiment140,سرعت و کارايي قابل تحسيني دارد.
1845,1,Sentiment140,کيفيت و کارايي قابل تحسيني دارد.
1846,0,Sentiment140,کاش قالب و قيافه به روز تري را برایش در نظر مي گرفتند.
1847,0,Sentiment140,باید قالب و قيافه به روز تري را برایش در نظر مي گرفتند.
1848,0,Sentiment140,کاش قالب به روزتري را برایش در نظر مي گرفتند.
1849,0,Sentiment140,باید قالب به روزتري را برایش در نظر مي گرفتند.
1850,0,Sentiment140,کاش قیافه به روزتري را برایش در نظر مي گرفتند.
1851,0,Sentiment140,باید قیافه به روزتري را برایش در نظر مي گرفتند.
1852,0,Sentiment140,متاسفانه از لحاظ شکل ظاهری قیافه جذابی ندارد.
1853,1,Sentiment140,خوشبختانه از لحاظ شکل ظاهری قیافه جذابی دارد.
1854,0,Sentiment140,از لحاظ شکل ظاهری قیافه جذابی ندارد.
1855,1,Sentiment140,از لحاظ شکل ظاهری قیافه جذابی دارد.
1856,0,Sentiment140,این لپ تاپ ظاهر خوبی ندارد.
1857,1,Sentiment140,این لپ تاپ ظاهر خوبی دارد.
1858,1,Sentiment140,امروز از دستم افتاد ولي مثل روز اول کار مي کند.
1859,0,Sentiment140,از خریدش واقعا پشیمان هستم.
1860,1,Sentiment140,از خریدش واقعا پشیمان نیستم.
1861,0,Sentiment140,کیفیت پایین محصول واقعا آدم را پشیمان می کند.
1862,1,Sentiment140,کیفیت بالای محصول واقعا آدم را راضی می کند.
1863,0,Sentiment140,کیفیت پایین محصول آدم را پشیمان می کند.
1864,1,Sentiment140,کیفیت بالای محصول آدم را راضی می کند.
1865,1,Sentiment140,اين هارد فوق العاده است.
1866,0,Sentiment140,الان هم اصلا پشيمان نيستم.
1867,0,Sentiment140,پشيمان نيستم.
1868,1,Sentiment140,مطمئن باشید عالي است.
1869,0,Sentiment140,مطمئن باشید ضعیف است.
1870,1,Sentiment140,اين هارد ديسک در مقايسه با يکسري از هارد ديسک هاي موجود در بازار از نقاط قوت خوبي بهره مي برد.
1871,1,Sentiment140,اين هارد ديسک از نقاط قوت خوبي بهره مي برد.
1872,1,Sentiment140,اين هارد ديسک در مقايسه با يکسري از هارد ديسک ها از نقاط قوت خوبي بهره مي برد.
1873,0,Sentiment140,اين هارد ديسک در مقايسه با يکسري از هارد ديسک ها نقاط ضعفی دارد.
1874,0,Sentiment140,اين هارد ديسک نقاط ضعفی دارد.
1875,1,Sentiment140,این لپ تاپ نقاط قوت خوبی دارد.
1876,1,Sentiment140,خاصيت ضد ضربه بودن آن باعث دريافت شوک و خنثي کردن آثار ناشي از آن است.
1877,1,Sentiment140,این هارد خاصیت ضد ضربه بودن دارد.
1878,0,Sentiment140,این هارد خاصیت ضد ضربه بودن ندارد.
1879,2,Sentiment140,به عنوان شخصي که از اين مدل استفاده کردم نظر می دهم.
1880,1,Sentiment140,من از کيفيت خوب آن بسيار راضي هستم.
1881,0,Sentiment140,من از کيفيت بد آن بسيار ناراضي هستم.
1882,0,Sentiment140,من از کيفيت بد آن راضي نیستم.
1883,1,Sentiment140,این هارد ديسک يکي از بهترين ها است.
1884,1,Sentiment140,این هارد ديسک از بهترين ها است.
1885,0,Sentiment140,این هارد ديسک يکي از بدترین ها است.
1886,0,Sentiment140,این هارد ديسک از بدترین ها است.
1887,2,Sentiment140,من تا کنون در سایت نظری ثبت نکردم.
1888,2,Sentiment140,تا کنون در سایت نظری ثبت نکردم.
1889,2,Sentiment140,نظری درباره این محصول ندارم.
1890,2,Sentiment140,هنوز از هاردی که خریدم استفاده نکرده ام.
1891,1,Sentiment140,اکنون فلش درایوی وجود دارد که برای زندگی پرتحرک شما مناسب است.
1892,1,Sentiment140,فلش درایوی وجود دارد که برای زندگی پرتحرک شما مناسب است.
1893,1,Sentiment140,فلش درایوی وجود دارد که برای زندگی شما مناسب است.
1894,1,Sentiment140,فلش درایو تحمل افتادن بر روی سطوح ناهموار را دارد.
1895,1,Sentiment140,فلش درایو می تواند بر روی سطوح ناهموار مقاومت داشته باشد.
1896,1,Sentiment140,فلش درایو بر روی سطوح ناهموار مقاومت دارد.
1897,0,Sentiment140,فلش درایو بر روی سطوح ناهموار مقاومت ندارد.
1898,1,Sentiment140,فلش درایو مقاومت دارد.
1899,0,Sentiment140,فلش درایو مقاومت ندارد.
1900,1,Sentiment140,این یک فلش با سرعت انتقال اطلاعات بالا است.
1901,0,Sentiment140,این یک فلش با سرعت انتقال اطلاعات پایین است.
1902,1,Sentiment140,این یک فلش با سرعت انتقال داده بالا است.
1903,0,Sentiment140,این یک فلش با سرعت انتقال داده پایین است.
1904,2,Sentiment140,باید دقت کنیم که سیستم را حتما خاموش کنید.
1905,2,Sentiment140,باید سیستم را حتما خاموش کنید.
1906,2,Sentiment140,باید دقت کنیم که سیستم را خاموش کنید.
1907,1,Sentiment140,این فلش به اندازه کافی برای اینکه با خود نگه دارید مناسب است.
1908,1,Sentiment140,این فلش برای اینکه با خود نگه دارید مناسب است.
1909,1,Sentiment140,این فلش مناسب است.
1910,1,Sentiment140,با این فلش نگرانی از دست دادن اطلاعات در اثر عوامل محیطی وجود ندارد.
1911,1,Sentiment140,با این فلش نگرانی از دست دادن اطلاعات وجود ندارد.
1912,1,Sentiment140,نگرانی از دست دادن اطلاعات در اثر عوامل محیطی وجود ندارد.
1913,1,Sentiment140,با این فلش نگرانی از دست دادن اطلاعات در اثر عوامل محیطی وجود ندارد.
1914,1,Sentiment140,با این فلش نگرانی از دست دادن اطلاعات وجود ندارد.
1915,1,Sentiment140,در این فلش سطح بدنه راحت است و در برابر لغزش یا سرخوردن مقاوم است.
1916,1,Sentiment140,در این فلش سطح بدنه راحت است.
1917,1,Sentiment140,درجه نظامی عایق پلاستیکی آن ضدضربه و ضدآب است.
1918,1,Sentiment140,عایق پلاستیکی ضدضربه و ضدآب است.
1919,1,Sentiment140,درجه نظامی عایق پلاستیکی ضدآب است.
1920,1,Sentiment140,عایق پلاستیکی آن ضدضربه است.
1921,2,Sentiment140,سوالی که پیش می آید این است که زمان زیادی را صرف نگرانی در مورد گم کردن درپوش فلش کرده اید یا نه.
1922,2,Sentiment140,سوالی که پیش می آید این است که زمان زیادی را صرف نگرانی در مورد گم کردن درپوش کرده اید یا نه.
1923,2,Sentiment140,طراحی اجازه می دهد درپوش را در داخل قسمت انتهایی آن قرار دهید.
1924,2,Sentiment140,طراحی اجازه می دهد درپوش در داخل قسمت انتهایی آن قرار بگیرد.
1925,2,Sentiment140,این نوع طراحی باعث می شود که دیگر نگران گم شدن در فلش نباشید.
1926,2,Sentiment140,این نوع طراحی باعث می شود نگران گم شدن در فلش نباشید.
1927,1,Sentiment140,ضد آب مانع از آسیب دیدن در برابر آب زمانی که درایو بسته است می شود.
1928,1,Sentiment140,ضد آب مانع از آسیب دیدن در برابر آب می شود.
1929,1,Sentiment140,ضد آب وقتی درایو بسته است مانع از آسیب دیدن در برابر آب می شود.
1930,1,Sentiment140,این ضد آب مانع از آسیب دیدن می شود.
1931,1,Sentiment140,ضد آب مانع از آسیب دیدن می شود.
1932,2,Sentiment140,درپوش یو اس بی باید بسته باشد.
1933,2,Sentiment140,درپوش یو اس بی را باید ببندید.
1934,2,Sentiment140,باید دقت کنیم که سیستم را حتما خاموش کنید.
1935,2,Sentiment140,باید سیستم را حتما خاموش کنید.
1936,2,Sentiment140,باید سیستم را خاموش کنید.
1937,2,Sentiment140,سیستم را خاموش کنید.
1938,2,Sentiment140,عملکرد سخت افزار مورد آزمایش قرار گرفته است.
1939,2,Sentiment140,سخت افزار مورد آزمایش قرار گرفته است.
1940,2,Sentiment140,عملکرد سخت افزار را آزمایش کردیم.
1941,2,Sentiment140,یکی از تست هایی که انجام دادیم تست سخت افزار بود.
1942,2,Sentiment140,از تست هایی که انجام دادیم تست سخت افزار بود.
1943,1,Sentiment140,خوشبختانه این سخت افزار ضد آب است.
1944,1,Sentiment140,سخت افزار ضد آب است.
1945,1,Sentiment140,از مزیت های این دستگاه ضد آب بودن آن است.
1946,1,Sentiment140,از مزیت های این دستگاه ضد آب بودن است.
1947,1,Sentiment140,مزیت این دستگاه ضد آب بودن است.
1948,1,Sentiment140,سطح بالایی از حفاظت را برای اطلاعات شما در برابر افتادن به همراه دارد.
1949,1,Sentiment140,سطح بالایی از حفاظت را برای اطلاعات شما به همراه دارد.
1950,1,Sentiment140,سطح بالایی از حفاظت را در برابر افتادن به همراه دارد.
1951,1,Sentiment140,سطح بالایی از حفاظت را برای اطلاعات به همراه دارد.
1952,2,Sentiment140,با استفاده از چراغ نشانگر از طریق بصری شما می توانید زمانی که درایو در حال استفاده است آگاه شوید.
1953,2,Sentiment140,با چراغ نشانگر شما می توانید زمانی که درایو در حال استفاده است آگاه شوید.
1954,2,Sentiment140,با چراغ نشانگر می توانید از طریق بصری زمانی که درایو در حال استفاده است آگاه شوید.
1955,2,Sentiment140,با چراغ نشانگر از طریق بصری زمانی که درایو در حال استفاده است آگاه شوید.
1956,1,Sentiment140,هارد دیسک های قابل حمل ایدیتا توانمندی های سخت افزاری بی شماری دارد.
1957,1,Sentiment140,هارد دیسک های قابل حمل ایدیتا توانمندی های بی شماری دارد.
1958,1,Sentiment140,هارد دیسک های ایدیتا توانمندی های سخت افزاری بی شماری دارد.
1959,1,Sentiment140,هارد دیسک های ایدیتا توانمندی های سخت افزاری زیادی دارد.
1960,1,Sentiment140,هارد دیسک های ایدیتا توانمندی های زیادی دارد.
1961,1,Sentiment140,از مزیت های این هارد کیفیت بالا و عملکرد قابل توجه و نوآوری در طراحی است.
1962,1,Sentiment140,از مزیت های این هارد کیفیت بالا است.
1963,1,Sentiment140,از مزیت های این هارد نوآوری در طراحی است.
1964,1,Sentiment140,از مزیت های این هارد عملکرد قابل توجه است.
1965,1,Sentiment140,از مزیت های این هارد کیفیت بالا و عملکرد قابل توجه است.
1966,1,Sentiment140,این سخت افزار نرم افزارهای با ارزشی به همراه دارد.
1967,2,Sentiment140,من آنلاین ثبت نام کردم.
1968,1,Sentiment140,با ثبت نام آنلاین محصولات می توانید از این امنیت به صورت رایگان برخوردار شوید.
1969,1,Sentiment140,با ثبت نام آنلاین می توانید از این امنیت به صورت رایگان برخوردار شوید.
1970,1,Sentiment140,با ثبت نام آنلاین می توانید از این امنیت برخوردار شوید.
1971,1,Sentiment140,نرم افزار امنیتی نورتون از اطلاعات شما در برابر ویروس ها و دیگر فرآیندهای مضر محافظت می نماید.
1972,1,Sentiment140,نرم افزار نورتون از اطلاعات شما در برابر ویروس ها و دیگر فرآیندهای مضر محافظت می نماید.
1973,1,Sentiment140,نرم افزار امنیتی نورتون از اطلاعات شما محافظت می نماید.
1974,1,Sentiment140,نرم افزار نورتون از اطلاعات شما محافظت می نماید.
1975,1,Sentiment140,نرم افزار امنیتی نورتون از اطلاعات شما در برابر ویروس ها محافظت می نماید.
1976,1,Sentiment140,نرم افزار نورتون از اطلاعات شما در برابر ویروس ها محافظت می نماید.
1977,1,Sentiment140,نرم افزار امنیتی نورتون از اطلاعات شما در برابر فرآیندهای مضر محافظت می نماید.
1978,1,Sentiment140,نرم افزار نورتون از اطلاعات شما در برابر فرآیندهای مضر محافظت می نماید.
1979,2,Sentiment140,این ابزار ویندوز را از روی دیسک به دستگاه های ذخیره سازی منتقل می کند.
1980,2,Sentiment140,این ابزار ویندوز را به دستگاه های ذخیره سازی منتقل می کند.
1981,1,Sentiment140,شما به راحتی قادر به نصب ویندوز هستید.
1982,2,Sentiment140,برای بوت کردن کامپیوتر خود نیاز به درایو نوری دارید.
1983,2,Sentiment140,برای بوت کردن کامپیوتر نیاز به درایو نوری دارید.
1984,2,Sentiment140,برای بوت کردن کامپیوتر نیاز به درایو دارید.
1985,1,Sentiment140,این سخت افزار ابزار قدرتمندی است که شما را برای هماهنگ کردن یا یکسان سازی اطلاعات کمک می کند.
1986,1,Sentiment140,این سخت افزار ابزار قدرتمندی است که شما را برای هماهنگ کردن اطلاعات کمک می کند.
1987,1,Sentiment140,این سخت افزار ابزار قدرتمندی است که شما را برای یکسان سازی اطلاعات کمک می کند.
1988,1,Sentiment140,این نرم افزار به شما امکان حفاظت از اطلاعات را می دهد.
1989,0,Sentiment140,قيمتش معقول به نظر نمي رسد.
1990,1,Sentiment140,قيمتش معقول به نظر مي رسد.
1991,0,Sentiment140,قيمتش معقول نیست.
1992,1,Sentiment140,قيمتش معقول است.
1993,0,Sentiment140,قيمت این محصول معقول به نظر نمي رسد.
1994,1,Sentiment140,قيمت این محصول معقول به نظر مي رسد.
1995,0,Sentiment140,قيمت این محصول معقول نیست.
1996,1,Sentiment140,قيمت این محصول معقول است.
1997,0,Sentiment140,قیمت این محصول واقعا گران است.
1998,1,Sentiment140,قیمت این محصول واقعا ارزان است.
1999,0,Sentiment140,قیمت این محصول گران است.
2000,1,Sentiment140,قیمت این محصول ارزان است.
2001,0,Sentiment140,این محصول به نسبت قیمت از رقبای خود عقب است.
2002,0,Sentiment140,این محصول از رقبای خود عقب است.
2003,0,Sentiment140,محصول جدید این کمپانی واقعا هیچ پیشرفت چشمگیری نداشته است.
2004,1,Sentiment140,محصول جدید این پیشرفت چشمگیری داشته است.
2005,0,Sentiment140,محصول جدید این کمپانی هیچ پیشرفت چشمگیری نداشته است.
2006,1,Sentiment140,محصول جدید این کمپانی پیشرفت چشمگیری داشته است.
2007,0,Sentiment140,آیپد در کيفيت صفحه نمايش از رقبایش عقب است.
2008,1,Sentiment140,آیپد در کيفيت صفحه نمايش از رقبایش جلو است.
2009,0,Sentiment140,این محصول واقعا از هر نظر ضعیف است.
2010,1,Sentiment140,این محصول واقعا از هر نظر قوی است.
2011,0,Sentiment140,این محصول از هر نظر ضعیف است.
2012,1,Sentiment140,این محصول از هر نظرقوی است.
2013,0,Sentiment140,این محصول ضعیف است.
2014,1,Sentiment140,این محصول قوی است.
2015,0,Sentiment140,این محصول کلا از رقبایش عقب است.
2016,1,Sentiment140,این محصول کلا از رقبایش جلو است.
2017,0,Sentiment140,این محصول از رقبایش عقب است.
2018,1,Sentiment140,این محصول از رقبایش جلو است.
2019,0,Sentiment140,کیفیت صفحه نمایش آیپد اصلا جالب نیست.
2020,0,Sentiment140,کیفیت صفحه نمایش آیپد جالب نیست.
2021,1,Sentiment140,کیفیت صفحه نمایش آیپد خوب است.
2022,1,Sentiment140,کیفیت صفحه نمایش آیپد واقعا خوب است.
2023,1,Sentiment140,به نظر من خيلي عالي است.
2024,1,Sentiment140,به نظر من عالي است.
2025,0,Sentiment140,به نظر من خيلي ضعیف است.
2026,0,Sentiment140,به نظر من ضعیف است.
2027,1,Sentiment140,واقعا به نسبت قيمتش تبلت عالي است.
2028,0,Sentiment140,واقعا به نسبت قيمتش تبلت ضعیفی است.
2029,0,Sentiment140,به نسبت قيمتش تبلت ضعیفی است.
2030,1,Sentiment140,به نسبت قيمتش تبلت عالي است.
2031,0,Sentiment140,به نسبت قيمتش تبلت ضعیفی است.
2032,1,Sentiment140,واقعا به نسبت قيمتش تبلت خوبی است.
2033,0,Sentiment140,واقعا به نسبت قيمتش تبلت ضعیفی است.
2034,1,Sentiment140,به نسبت قيمتش تبلت خوبی است.
2035,1,Sentiment140,من که ازش راضي هستم.
2036,0,Sentiment140,من که ازش ناراضي هستم.
2037,0,Sentiment140,من که ازش راضي نیستم.
2038,1,Sentiment140,من ازش راضي هستم.
2039,0,Sentiment140,من ازش راضي نیستم.
2040,0,Sentiment140,من ازش ناراضي هستم.
2041,1,Sentiment140,ازش راضي هستم.
2042,0,Sentiment140,ازش راضي نیستم.
2043,0,Sentiment140,ازش ناراضی هستم.
2044,0,Sentiment140,اين تبلت چون قيمتش در ايران بالا است و اينکه رزولوشن صفحه نمايشش پايين است محبوب نیست.
2045,1,Sentiment140,اين تبلت چون قيمتش در ايران خوب است و اينکه رزولوشن صفحه نمايشش بالا است محبوب است.
2046,0,Sentiment140,اين تبلت چون قيمتش بالا است در ايران محبوب نیست.
2047,1,Sentiment140,اين تبلت چون قيمتش خوب است در ايران محبوب است.
2048,0,Sentiment140,اين تبلت چون رزولوشن صفحه نمايشش پايين است محبوب نیست.
2049,1,Sentiment140,اين تبلت چون رزولوشن صفحه نمايشش بالا است محبوب است.
2050,0,Sentiment140,ضعف این تبلت در نشان دادن ويدئو ها آدم را در خريدش دچار ترديد ميکند.
2051,0,Sentiment140,ضعف این تبلت آدم را در خريدش دچار ترديد ميکند.
2052,0,Sentiment140,این تبلت در نشان دادن فیلم های فول اچ دی واقعا ضعیف است.
2053,0,Sentiment140,این تبلت در نشان دادن فیلم های فول اچ دی ضعیف است.
2054,1,Sentiment140,این تبلت در نشان دادن فیلم های فول اچ دی واقعا قوی است.
2055,1,Sentiment140,این تبلت در نشان دادن فیلم های فول اچ دی قوی است.
2056,0,Sentiment140,این تبلت در نشان دادن فیلم ها واقعا ضعیف است.
2057,0,Sentiment140,این تبلت در نشان دادن فیلم ها ضعیف است.
2058,1,Sentiment140,این تبلت در نشان دادن فیلم ها واقعا قوی است.
2059,1,Sentiment140,این تبلت در نشان دادن فیلم ها قوی است.
2060,0,Sentiment140,این تبلت نمی تواند فیلم های فول اچ دی را نمایش دهد.
2061,0,Sentiment140,این تبلت می تواند به خوبی فیلم های فول اچ دی را نمایش دهد.
2062,0,Sentiment140,متاسفانه این تبلت نمی تواند فیلم های فول اچ دی را نشان دهد.
2063,0,Sentiment140,یکی از نقطه ضعف های این تبلت این هست که فیلم های فول اچ دی را نشان نمی دهد.
2064,0,Sentiment140,از نقطه ضعف های این تبلت این هست که فیلم های فول اچ دی را نشان نمی دهد.
2065,1,Sentiment140,به نظر من به نسبت قيمتش عالي است.
2066,0,Sentiment140,به نظر من به نسبت قيمتش افتضاح است.
2067,0,Sentiment140,نسبت به قيمتش افتضاح است.
2068,0,Sentiment140,نسبت به قيمتش ضعیف است.
2069,0,Sentiment140,ایرادی که ميشود از آن گرفت محدوديت نصب برخي از نرم افزارها است.
2070,0,Sentiment140,ایرادی که از آن می گیریم محدوديت نصب برخي نرم افزارها است.
2071,0,Sentiment140,ایرادی که از آن می گیریم محدوديت نصب نرم افزارها است.
2072,0,Sentiment140,یکی از بزرگترین ایرادات این محصول محدوديت نصب برخي از نرم افزارها است.
2073,0,Sentiment140,یکی از بزرگترین ایرادات این محصول محدوديت نصب نرم افزارها است.
2074,0,Sentiment140,از جمله معایب این محصول محدوديت نصب برخي از نرم افزارها است.
